"","nmz","ndz","a","c","e","g","b","x","PGS","A","p1","p2","p3","p4","p5","p6","p7","p8","p9","p10","p11","p12","p13","p14","p15","p16","Smz","Sdz"
"84",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.04,0,0,0.1,0.9,0.285,0.12,0.212,0.05,0.285,0.12,0.212,0.05,0.285,0.121,0.212,0.05,0.186,0.118,0.116,0.05,0.0537964425626938,0.0537964425626938
"85",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.04,0.02,0,0.1,0.9,0.419,0.304,0.208,0.086,0.419,0.304,0.208,0.086,0.419,0.304,0.208,0.086,0.31,0.263,0.114,0.068,0.0810946638440408,0.0684455532033674
"86",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.04,0.04,0,0.1,0.9,0.568,0.564,0.204,0.199,0.568,0.564,0.204,0.199,0.568,0.564,0.204,0.199,0.463,0.472,0.112,0.123,0.109192885125388,0.083894663844041
"87",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.04,0.06,0,0.1,0.9,0.711,0.8,0.2,0.383,0.711,0.8,0.2,0.383,0.711,0.8,0.2,0.383,0.622,0.689,0.111,0.216,0.138091106406735,0.100143774484715
"88",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.04,0.08,0,0.1,0.9,0.829,0.936,0.196,0.599,0.829,0.936,0.196,0.599,0.829,0.936,0.196,0.599,0.764,0.854,0.109,0.341,0.167789327688082,0.117192885125388
"89",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.04,0.1,0,0.1,0.9,0.911,0.986,0.192,0.786,0.911,0.986,0.192,0.786,0.911,0.986,0.192,0.786,0.871,0.946,0.108,0.485,0.198287548969429,0.135041995766061
"90",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.06,0,0,0.1,0.9,0.54,0.21,0.401,0.05,0.54,0.21,0.401,0.05,0.54,0.21,0.401,0.05,0.35,0.203,0.196,0.05,0.0830946638440411,0.0830946638440411
"91",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.06,0.02,0,0.1,0.9,0.677,0.445,0.392,0.086,0.677,0.445,0.392,0.086,0.677,0.445,0.392,0.086,0.503,0.393,0.192,0.068,0.111192885125388,0.0985437744847144
"92",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.06,0.04,0,0.1,0.9,0.797,0.704,0.384,0.196,0.797,0.704,0.384,0.196,0.797,0.704,0.384,0.196,0.657,0.613,0.189,0.121,0.140091106406735,0.114792885125388
"93",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.06,0.06,0,0.1,0.9,0.887,0.887,0.376,0.377,0.887,0.887,0.376,0.377,0.887,0.887,0.376,0.377,0.79,0.8,0.185,0.211,0.169789327688082,0.131841995766062
"94",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.06,0.08,0,0.1,0.9,0.945,0.971,0.368,0.591,0.945,0.971,0.368,0.591,0.945,0.971,0.368,0.591,0.886,0.919,0.182,0.334,0.200287548969429,0.149691106406735
"95",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.06,0.1,0,0.1,0.9,0.977,0.995,0.36,0.779,0.977,0.995,0.36,0.779,0.977,0.995,0.36,0.779,0.946,0.974,0.179,0.475,0.231585770250776,0.168340217047409
"96",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.08,0,0,0.1,0.9,0.774,0.332,0.61,0.05,0.774,0.332,0.61,0.05,0.774,0.332,0.61,0.05,0.544,0.318,0.302,0.05,0.113992885125388,0.113992885125388
"97",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.08,0.02,0,0.1,0.9,0.866,0.592,0.6,0.085,0.866,0.592,0.6,0.085,0.866,0.592,0.6,0.085,0.691,0.533,0.296,0.067,0.142891106406735,0.130241995766061
"98",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.08,0.04,0,0.1,0.9,0.929,0.817,0.589,0.193,0.929,0.817,0.589,0.193,0.929,0.817,0.589,0.193,0.813,0.737,0.29,0.119,0.172589327688082,0.147291106406735
"99",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.08,0.06,0,0.1,0.9,0.968,0.942,0.578,0.372,0.968,0.942,0.578,0.372,0.968,0.942,0.578,0.371,0.9,0.882,0.284,0.207,0.203087548969429,0.165140217047409
"100",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.08,0.08,0,0.1,0.9,0.987,0.988,0.567,0.583,0.987,0.988,0.567,0.583,0.987,0.988,0.567,0.583,0.953,0.958,0.279,0.326,0.234385770250776,0.183789327688082
"101",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.08,0.1,0,0.1,0.9,0.996,0.998,0.557,0.771,0.996,0.998,0.557,0.771,0.996,0.998,0.557,0.771,0.981,0.989,0.273,0.464,0.266483991532123,0.203238438328756
"102",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.1,0,0,0.1,0.9,0.917,0.474,0.787,0.05,0.917,0.474,0.787,0.05,0.917,0.474,0.787,0.05,0.724,0.453,0.424,0.05,0.146491106406735,0.146491106406735
"103",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.1,0.02,0,0.1,0.9,0.959,0.725,0.776,0.084,0.959,0.725,0.776,0.084,0.959,0.725,0.776,0.084,0.836,0.667,0.416,0.067,0.176189327688082,0.163540217047409
"104",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.1,0.04,0,0.1,0.9,0.982,0.897,0.766,0.191,0.982,0.897,0.766,0.191,0.982,0.897,0.766,0.191,0.913,0.836,0.408,0.117,0.206687548969429,0.181389327688082
"105",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.1,0.06,0,0.1,0.9,0.993,0.973,0.755,0.366,0.993,0.973,0.755,0.366,0.993,0.973,0.755,0.366,0.96,0.936,0.4,0.203,0.237985770250776,0.200038438328756
"106",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.1,0.08,0,0.1,0.9,0.998,0.995,0.745,0.575,0.998,0.995,0.745,0.575,0.998,0.995,0.745,0.575,0.984,0.98,0.392,0.318,0.270083991532123,0.219487548969429
"107",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.1,0.1,0,0.1,0.9,0.999,0.999,0.734,0.763,0.999,0.999,0.734,0.763,0.999,0.999,0.734,0.763,0.994,0.995,0.384,0.454,0.30298221281347,0.239736659610103
"108",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0,0,0,0.15,0.85,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,-1.11022302462516e-16,-1.11022302462516e-16
"109",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0,0.02,0,0.15,0.85,0.075,0.134,0.05,0.108,0.075,0.134,0.05,0.108,0.075,0.134,0.05,0.108,0.08,0.11,0.05,0.079,0.0256982212813468,0.0130491106406734
"110",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0,0.04,0,0.15,0.85,0.156,0.392,0.05,0.288,0.156,0.392,0.05,0.288,0.156,0.392,0.05,0.288,0.175,0.298,0.05,0.17,0.052196442562694,0.0268982212813471
"111",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0,0.06,0,0.15,0.85,0.297,0.717,0.05,0.553,0.297,0.717,0.05,0.553,0.297,0.717,0.05,0.553,0.337,0.571,0.05,0.319,0.079494663844041,0.0415473319220205
"112",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0,0.08,0,0.15,0.85,0.486,0.923,0.05,0.795,0.486,0.923,0.05,0.795,0.486,0.923,0.05,0.795,0.539,0.813,0.05,0.504,0.107592885125388,0.0569964425626939
"113",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0,0.1,0,0.15,0.85,0.682,0.989,0.05,0.935,0.682,0.989,0.05,0.935,0.682,0.989,0.05,0.935,0.732,0.945,0.05,0.687,0.136491106406735,0.0732455532033676
"114",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.02,0,0,0.15,0.85,0.141,0.077,0.113,0.05,0.141,0.077,0.113,0.05,0.141,0.077,0.113,0.05,0.102,0.076,0.076,0.05,0.026098221281347,0.026098221281347
"115",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.02,0.02,0,0.15,0.85,0.265,0.261,0.111,0.107,0.265,0.261,0.111,0.107,0.265,0.261,0.111,0.107,0.215,0.219,0.075,0.079,0.0525964425626939,0.0399473319220205
"116",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.02,0.04,0,0.15,0.85,0.437,0.579,0.11,0.284,0.437,0.579,0.11,0.284,0.437,0.579,0.11,0.284,0.388,0.471,0.074,0.167,0.079894663844041,0.0545964425626941
"117",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.02,0.06,0,0.15,0.85,0.626,0.852,0.108,0.547,0.626,0.852,0.108,0.547,0.626,0.852,0.108,0.547,0.589,0.737,0.074,0.312,0.107992885125388,0.0700455532033675
"118",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.02,0.08,0,0.15,0.85,0.792,0.971,0.107,0.789,0.792,0.971,0.107,0.789,0.792,0.971,0.107,0.789,0.769,0.909,0.073,0.495,0.136891106406735,0.0862946638440412
"119",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.02,0.1,0,0.15,0.85,0.906,0.997,0.105,0.931,0.906,0.997,0.105,0.931,0.906,0.997,0.105,0.931,0.894,0.979,0.073,0.676,0.166589327688082,0.103343774484715
"120",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.04,0,0,0.15,0.85,0.407,0.159,0.3,0.05,0.407,0.159,0.3,0.05,0.407,0.159,0.3,0.05,0.26,0.155,0.152,0.05,0.0537964425626938,0.0537964425626938
"121",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.04,0.02,0,0.15,0.85,0.586,0.432,0.294,0.106,0.586,0.432,0.294,0.106,0.586,0.432,0.294,0.106,0.441,0.375,0.149,0.078,0.0810946638440408,0.0684455532033674
"122",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.04,0.04,0,0.15,0.85,0.752,0.748,0.288,0.28,0.752,0.748,0.288,0.28,0.752,0.748,0.288,0.28,0.637,0.648,0.147,0.164,0.109192885125388,0.083894663844041
"123",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.04,0.06,0,0.15,0.85,0.876,0.934,0.282,0.54,0.876,0.934,0.282,0.54,0.876,0.934,0.282,0.54,0.803,0.859,0.145,0.306,0.138091106406735,0.100143774484715
"124",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.04,0.08,0,0.15,0.85,0.949,0.991,0.277,0.782,0.949,0.991,0.277,0.782,0.949,0.991,0.277,0.782,0.913,0.962,0.143,0.485,0.167789327688082,0.117192885125388
"125",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.04,0.1,0,0.15,0.85,0.984,0.999,0.271,0.927,0.984,0.999,0.271,0.927,0.984,0.999,0.271,0.927,0.969,0.993,0.14,0.664,0.198287548969429,0.135041995766061
"126",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.06,0,0,0.15,0.85,0.724,0.297,0.563,0.05,0.724,0.297,0.563,0.05,0.724,0.297,0.563,0.05,0.496,0.286,0.276,0.05,0.0830946638440411,0.0830946638440411
"127",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.06,0.02,0,0.15,0.85,0.851,0.616,0.553,0.105,0.851,0.616,0.553,0.105,0.851,0.616,0.553,0.105,0.684,0.552,0.27,0.077,0.111192885125388,0.0985437744847144
"128",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.06,0.04,0,0.15,0.85,0.933,0.871,0.543,0.276,0.933,0.871,0.543,0.276,0.933,0.871,0.543,0.276,0.834,0.795,0.265,0.161,0.140091106406735,0.114792885125388
"129",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.06,0.06,0,0.15,0.85,0.975,0.975,0.533,0.533,0.975,0.975,0.533,0.533,0.975,0.975,0.533,0.533,0.929,0.935,0.26,0.299,0.169789327688082,0.131841995766062
"130",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.06,0.08,0,0.15,0.85,0.993,0.997,0.523,0.775,0.993,0.997,0.523,0.775,0.993,0.997,0.523,0.775,0.975,0.986,0.255,0.475,0.200287548969429,0.149691106406735
"131",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.06,0.1,0,0.15,0.85,0.998,1,0.513,0.923,0.998,1,0.513,0.923,0.998,1,0.513,0.923,0.993,0.998,0.25,0.653,0.231585770250776,0.168340217047409
"132",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.08,0,0,0.15,0.85,0.92,0.472,0.794,0.05,0.92,0.472,0.794,0.05,0.92,0.472,0.794,0.05,0.728,0.453,0.431,0.05,0.113992885125388,0.113992885125388
"133",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.08,0.02,0,0.15,0.85,0.967,0.774,0.785,0.104,0.967,0.775,0.785,0.104,0.967,0.775,0.785,0.104,0.862,0.716,0.423,0.077,0.142891106406735,0.130241995766061
"134",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.08,0.04,0,0.15,0.85,0.989,0.944,0.775,0.272,0.989,0.944,0.775,0.272,0.989,0.944,0.775,0.272,0.942,0.895,0.415,0.158,0.172589327688082,0.147291106406735
"135",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.08,0.06,0,0.15,0.85,0.997,0.992,0.764,0.525,0.997,0.992,0.764,0.525,0.997,0.992,0.764,0.525,0.98,0.974,0.407,0.293,0.203087548969429,0.165140217047409
"136",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.08,0.08,0,0.15,0.85,0.999,0.999,0.754,0.767,0.999,0.999,0.754,0.767,0.999,0.999,0.754,0.767,0.995,0.996,0.399,0.465,0.234385770250776,0.183789327688082
"137",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.08,0.1,0,0.15,0.85,1,1,0.744,0.918,1,1,0.744,0.918,1,1,0.744,0.918,0.999,0.999,0.391,0.641,0.266483991532123,0.203238438328756
"138",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.1,0,0,0.15,0.85,0.986,0.651,0.928,0.05,0.986,0.651,0.928,0.05,0.986,0.651,0.928,0.05,0.886,0.626,0.593,0.05,0.146491106406735,0.146491106406735
"139",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.1,0.02,0,0.15,0.85,0.996,0.887,0.922,0.103,0.996,0.887,0.922,0.103,0.996,0.887,0.922,0.103,0.954,0.842,0.583,0.076,0.176189327688082,0.163540217047409
"140",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.1,0.04,0,0.15,0.85,0.999,0.979,0.916,0.268,0.999,0.979,0.916,0.268,0.999,0.979,0.916,0.268,0.985,0.954,0.573,0.155,0.206687548969429,0.181389327688082
"141",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.1,0.06,0,0.15,0.85,1,0.998,0.909,0.518,1,0.998,0.909,0.518,1,0.998,0.909,0.518,0.996,0.991,0.563,0.286,0.237985770250776,0.200038438328756
"142",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.1,0.08,0,0.15,0.85,1,1,0.903,0.76,1,1,0.903,0.76,1,1,0.903,0.76,0.999,0.999,0.553,0.455,0.270083991532123,0.219487548969429
"143",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.1,0.1,0,0.15,0.85,1,1,0.895,0.913,1,1,0.895,0.913,1,1,0.895,0.913,1,1,0.544,0.629,0.30298221281347,0.239736659610103
"144",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0,0,0,0.15,0.85,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,-1.11022302462516e-16,-1.11022302462516e-16
"145",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0,0.02,0,0.15,0.85,0.075,0.134,0.05,0.108,0.075,0.134,0.05,0.108,0.075,0.134,0.05,0.108,0.08,0.11,0.05,0.079,0.0256982212813468,0.0130491106406734
"146",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0,0.04,0,0.15,0.85,0.156,0.392,0.05,0.288,0.156,0.392,0.05,0.288,0.156,0.392,0.05,0.288,0.175,0.298,0.05,0.17,0.052196442562694,0.0268982212813471
"147",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0,0.06,0,0.15,0.85,0.297,0.717,0.05,0.553,0.297,0.717,0.05,0.553,0.297,0.717,0.05,0.553,0.337,0.571,0.05,0.319,0.079494663844041,0.0415473319220205
"148",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0,0.08,0,0.15,0.85,0.486,0.923,0.05,0.795,0.486,0.923,0.05,0.795,0.486,0.923,0.05,0.795,0.539,0.813,0.05,0.504,0.107592885125388,0.0569964425626939
"149",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0,0.1,0,0.15,0.85,0.682,0.989,0.05,0.935,0.682,0.989,0.05,0.935,0.682,0.989,0.05,0.935,0.732,0.945,0.05,0.687,0.136491106406735,0.0732455532033676
"150",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.02,0,0,0.15,0.85,0.141,0.077,0.113,0.05,0.141,0.077,0.113,0.05,0.141,0.077,0.113,0.05,0.102,0.076,0.076,0.05,0.026098221281347,0.026098221281347
"151",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.02,0.02,0,0.15,0.85,0.265,0.261,0.111,0.107,0.265,0.261,0.111,0.107,0.265,0.261,0.111,0.107,0.215,0.219,0.075,0.079,0.0525964425626939,0.0399473319220205
"152",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.02,0.04,0,0.15,0.85,0.437,0.579,0.11,0.284,0.437,0.579,0.11,0.284,0.437,0.579,0.11,0.284,0.388,0.471,0.074,0.167,0.079894663844041,0.0545964425626941
"153",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.02,0.06,0,0.15,0.85,0.626,0.852,0.108,0.547,0.626,0.852,0.108,0.547,0.626,0.852,0.108,0.547,0.589,0.737,0.074,0.312,0.107992885125388,0.0700455532033675
"154",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.02,0.08,0,0.15,0.85,0.792,0.971,0.107,0.789,0.792,0.971,0.107,0.789,0.792,0.971,0.107,0.789,0.769,0.909,0.073,0.495,0.136891106406735,0.0862946638440412
"155",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.02,0.1,0,0.15,0.85,0.906,0.997,0.105,0.931,0.906,0.997,0.105,0.931,0.906,0.997,0.105,0.931,0.894,0.979,0.073,0.676,0.166589327688082,0.103343774484715
"156",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.04,0,0,0.15,0.85,0.407,0.159,0.3,0.05,0.407,0.159,0.3,0.05,0.407,0.159,0.3,0.05,0.26,0.155,0.152,0.05,0.0537964425626938,0.0537964425626938
"157",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.04,0.02,0,0.15,0.85,0.586,0.432,0.294,0.106,0.586,0.432,0.294,0.106,0.586,0.432,0.294,0.106,0.441,0.375,0.149,0.078,0.0810946638440408,0.0684455532033674
"158",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.04,0.04,0,0.15,0.85,0.752,0.748,0.288,0.28,0.752,0.748,0.288,0.28,0.752,0.748,0.288,0.28,0.637,0.648,0.147,0.164,0.109192885125388,0.083894663844041
"159",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.04,0.06,0,0.15,0.85,0.876,0.934,0.282,0.54,0.876,0.934,0.282,0.54,0.876,0.934,0.282,0.54,0.803,0.859,0.145,0.306,0.138091106406735,0.100143774484715
"160",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.04,0.08,0,0.15,0.85,0.949,0.991,0.277,0.782,0.949,0.991,0.277,0.782,0.949,0.991,0.277,0.782,0.913,0.962,0.143,0.485,0.167789327688082,0.117192885125388
"161",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.04,0.1,0,0.15,0.85,0.984,0.999,0.271,0.927,0.984,0.999,0.271,0.927,0.984,0.999,0.271,0.927,0.969,0.993,0.14,0.664,0.198287548969429,0.135041995766061
"162",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.06,0,0,0.15,0.85,0.724,0.297,0.563,0.05,0.724,0.297,0.563,0.05,0.724,0.297,0.563,0.05,0.496,0.286,0.276,0.05,0.0830946638440411,0.0830946638440411
"163",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.06,0.02,0,0.15,0.85,0.851,0.616,0.553,0.105,0.851,0.616,0.553,0.105,0.851,0.616,0.553,0.105,0.684,0.552,0.27,0.077,0.111192885125388,0.0985437744847144
"164",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.06,0.04,0,0.15,0.85,0.933,0.871,0.543,0.276,0.933,0.871,0.543,0.276,0.933,0.871,0.543,0.276,0.834,0.795,0.265,0.161,0.140091106406735,0.114792885125388
"165",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.06,0.06,0,0.15,0.85,0.975,0.975,0.533,0.533,0.975,0.975,0.533,0.533,0.975,0.975,0.533,0.533,0.929,0.935,0.26,0.299,0.169789327688082,0.131841995766062
"166",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.06,0.08,0,0.15,0.85,0.993,0.997,0.523,0.775,0.993,0.997,0.523,0.775,0.993,0.997,0.523,0.775,0.975,0.986,0.255,0.475,0.200287548969429,0.149691106406735
